DersKodu;DersAdi;DersiVeren;DersUzunluk;AKTS;OgrSayisi;AcildigiProgram;Donem
YDY-102-50-50-AKTS;Yabancý Dil II;Öðr.Gör.Dr. Meryem ODABAÞI;2;1;161;Ýnþaat Mühendisliði Programý;2
INM-106-50-50-AKTS;Bilgisayar Destekli Teknik Resim;Dr. Öðr. Üyesi Ahmet ATALAY;3;4;47;Ýnþaat Mühendisliði Programý;2
FIZ-102-50-50-AKTS;Fizik II;Doç.Dr. Esra KAVAZ;5;6;89;Ýnþaat Mühendisliði Programý;2
INM-104-50-50-AKTS;Ýnþaat Mühendisleri Ýçin Jeoloji;Dr. Öðr. Üyesi Zeynep Neþe KURT ALBAYRAK;3;4;76;Ýnþaat Mühendisliði Programý;2
MAT-102-50-50-AKTS;Matematik II;Prof.Dr. Ömer TARAKCI;4;6;66;Ýnþaat Mühendisliði Programý;2
INM-102-50-50-AKTS;Statik;Prof.Dr. Mehmet Hamit ÖZYAZICIOÐLU;3;5;53;Ýnþaat Mühendisliði Programý;2
INM-108-50-50-AKTS;Yapý Bilgisi;Prof.Dr. Remzi ÞAHÝN;3;4;99;Ýnþaat Mühendisliði Programý;2
TDE-202-50-50-AKTS;Türk Dili II;Öðr.Gör.Dr. Dilek AKAN BUDAK;2;1;165;Ýnþaat Mühendisliði Programý;4
INM-210-50-50-AKTS;Yapý Malzemeleri;Prof.Dr. Ahmet Ferhat BÝNGÖL;4;4;106;Ýnþaat Mühendisliði Programý;4
INM-206-50-50-AKTSa;Akýþkanlar Mekaniði;Dr. Öðr. Üyesi Selim ÞENGÜL;3;5;58;Ýnþaat Mühendisliði Programý;4
INM-208-50-50-AKTS;Mukavemet II;Doç.Dr. Fatih Mehmet ÖZKAL;3;4;102;Ýnþaat Mühendisliði Programý;4
INM-202-50-50-AKTS;Mühendislik Matemetiði;Doç.Dr. Çaðlar ÖZER;3;4;103;Ýnþaat Mühendisliði Programý;4
MUH-SAY-50-50-AKTS;Sayýsal Yöntemler;Dr. Öðr. Üyesi Fatma KARAGÖL;3;4;47;Ýnþaat Mühendisliði Programý;4
INM-204-50-50-AKTS;Topoðrafya;Doç.Dr. Mahmut KILIÇ;3;4;42;Ýnþaat Mühendisliði Programý;4
AIT-302-50-50-AKTS;Atatürk Ýlkeleri ve Ýnkýlap Tarihi II;Prof.Dr. Tolga BAÞAK;2;1;90;Ýnþaat Mühendisliði Programý;6
INM-302-50-50-AKTS;Yapý Statiði II;Doç.Dr. Oðuz Akýn DÜZGÜN;3;5;46;Ýnþaat Mühendisliði Programý;6
INM-304-50-50-AKTS;Zemin Mekaniði II;Doç.Dr. Semet ÇELÝK;3;5;51;Ýnþaat Mühendisliði Programý;6
INM-306-50-50-AKTS;Demiryolu ve Toprak Ýþleri;Doç.Dr. Osman Ünsal BAYRAK;4;5;46;Ýnþaat Mühendisliði Programý;6
INM-308-50-50-AKTS;Betonarme I;Doç.Dr. Ahmet BUDAK;3;5;86;Ýnþaat Mühendisliði Programý;6
INM-312-50-50-AKTS;Temel Ýnþaatý;Prof.Dr. Ahmet Þahin ZAÝMOÐLU;3;5;64;Ýnþaat Mühendisliði Programý;6
INM-314-50-50 (2018 ve Üzeri);Yapý Ýþletme ve Þantiye Tekniði;Doç.Dr. Rýza POLAT;3;4;41;Ýnþaat Mühendisliði Programý;6
MUH-UME (Sadece UME'ye Gidecek Öðr. Alacak);Uygulamalý Mühendislik Eðitimi;Doç.Dr. Osman Ünsal BAYRAK;38;30;57;Ýnþaat Mühendisliði Programý;8
INM-404-50-50-AKTS;Bitirme Projesi II;Doç.Dr. Meral OLTULU;2;2;38;Ýnþaat Mühendisliði Programý;8
INM-408-50-50-AKTS;Ýnþaat Mühendisliði Laboratuvarý II;Dr. Öðr. Üyesi Gökhan KAPLAN;2;3;38;Ýnþaat Mühendisliði Programý;8
INM-410-50-50 (2018 ve Üzeri);Ýnþaat Mühendisliði Uygulamalarý;Doç.Dr. Ahmet BUDAK;6;8;24;Ýnþaat Mühendisliði Programý;8
INS-404-50-50 (2018 ve Üzeri);Ýnþaat Mühendisliði Seçmeli Tasarým II;Prof.Dr. Mahir GÖKDAÐ;4;6;24;Ýnþaat Mühendisliði Programý;8
FIZ-102-50-50-AKTS;Fizik II;Prof.Dr. Yakup KURUCU;5;6;66;Ýnþaat Mühendisliði (Ý.Ö.) Programý;2
INM 102-50-50-AKTS;Statik;Prof.Dr. Mehmet Hamit ÖZYAZICIOÐLU;3;5;10;Ýnþaat Mühendisliði (Ý.Ö.) Programý;2
INM-108-50-50-AKTS;Yapý Bilgisi;Prof.Dr. Remzi ÞAHÝN;3;4;24;Ýnþaat Mühendisliði (Ý.Ö.) Programý;2
INM-104-50-50-AKTS;Ýnþaat Mühendisleri Ýçin Jeoloji;Dr. Öðr. Üyesi Zeynep Neþe KURT ALBAYRAK;3;4;15;Ýnþaat Mühendisliði (Ý.Ö.) Programý;2
INM-106-50-50-AKTS;Bilgisayar Destekli Teknik Resim;Dr. Öðr. Üyesi Ahmet ATALAY;3;4;27;Ýnþaat Mühendisliði (Ý.Ö.) Programý;2
TDE-202-50-50-AKTS;Türk Dili II;Dr. Öðr. Üyesi Hamza KOLUKISA;2;1;31;Ýnþaat Mühendisliði (Ý.Ö.) Programý;4
INM-204-50-50-AKTS;Topoðrafya;Doç.Dr. Mahmut KILIÇ;3;4;19;Ýnþaat Mühendisliði (Ý.Ö.) Programý;4
INM-206-50-50-AKTS;Akýþkanlar Mekaniði;Dr. Öðr. Üyesi Selim ÞENGÜL;3;5;23;Ýnþaat Mühendisliði (Ý.Ö.) Programý;4
INM 208-50-50-AKTS;Mukavemet II;Doç.Dr. Fatih Mehmet ÖZKAL;3;4;28;Ýnþaat Mühendisliði (Ý.Ö.) Programý;4
INM-202-50-50-AKTS;Mühendislik Matemetiði;Doç.Dr. Çaðlar ÖZER;3;4;19;Ýnþaat Mühendisliði (Ý.Ö.) Programý;4
MUH-SAY-50-50-AKTS;Sayýsal Yöntemler;Dr. Öðr. Üyesi Fatma KARAGÖL;3;4;19;Ýnþaat Mühendisliði (Ý.Ö.) Programý;4
INM-210-50-50-AKTS;Yapý Malzemeleri;Prof.Dr. Ahmet Ferhat BÝNGÖL;4;4;32;Ýnþaat Mühendisliði (Ý.Ö.) Programý;4
AIT-302-50-50-AKTS;Atatürk Ýlkeleri ve Ýnkýlap Tarihi II;Prof.Dr. Erdal AYDOÐAN;2;1;63;Ýnþaat Mühendisliði (Ý.Ö.) Programý;6
INM-312-50-50-AKTS;Temel Ýnþaatý;Prof.Dr. Ahmet Þahin ZAÝMOÐLU;3;5;89;Ýnþaat Mühendisliði (Ý.Ö.) Programý;6
INM-302-50-50-AKTS;Yapý Statiði II;Doç.Dr. Oðuz Akýn DÜZGÜN;3;5;64;Ýnþaat Mühendisliði (Ý.Ö.) Programý;6
INM-304-50-50-AKTS;Zemin Mekaniði II;Doç.Dr. Semet ÇELÝK;3;5;66;Ýnþaat Mühendisliði (Ý.Ö.) Programý;6
INM-308-50-50-AKTS;Betonarme I;Doç.Dr. Ahmet BUDAK;3;5;42;Ýnþaat Mühendisliði (Ý.Ö.) Programý;6
INM-306-50-50-AKTS;Demiryolu ve Toprak Ýþleri;Doç.Dr. Osman Ünsal BAYRAK;4;5;68;Ýnþaat Mühendisliði (Ý.Ö.) Programý;6
INM-314 (2018 ve Üzeri);Yapý Ýþletme ve Þantiye Tekniði;Doç.Dr. Rýza POLAT;3;4;70;Ýnþaat Mühendisliði (Ý.Ö.) Programý;6
MUH-UME (Sadece UME'ye Gidecek Öðr. Alacak);Uygulamalý Mühendislik Eðitimi;Doç.Dr. Osman Ünsal BAYRAK;38;30;38;Ýnþaat Mühendisliði (Ý.Ö.) Programý;8
INM-402-50-50-AKTS;Bitirme Projesi II;Prof.Dr. Habib UYSAL;2;2;47;Ýnþaat Mühendisliði (Ý.Ö.) Programý;8
INM-408-50-50-AKTS;Ýnþaat Mühendisliði Laboratuvarý II;Dr. Öðr. Üyesi Gökhan KAPLAN;2;3;46;Ýnþaat Mühendisliði (Ý.Ö.) Programý;8
INM-410-50-50 (2018 ve Üzeri);Ýnþaat Mühendisliði Uygulamalarý;Prof.Dr. Reþat ACAR;6;8;27;Ýnþaat Mühendisliði (Ý.Ö.) Programý;8
INM-406-50-50 (2018 ve Üzeri);Ýnþaat Mühendisliði Seçmeli Tasarým II;Prof.Dr. Mahir GÖKDAÐ;4;6;27;Ýnþaat Mühendisliði (Ý.Ö.) Programý;8
KMM-102-50-50-AKTS;Genel Kimya II;Dr. Öðr. Üyesi Zafer EKÝNCÝ;3;5;9;Kimya Mühendisliði Programý;2
KMM-104-50-50-AKTS;Analitik Kimya;Doç.Dr. Hakan TEMÜR;3;5;5;Kimya Mühendisliði Programý;2
KMM-106-50-50-AKTS;Kimya Laboratuvarý;Dr. Öðr. Üyesi Zafer EKÝNCÝ;3;3;11;Kimya Mühendisliði Programý;2
KMM-202-50-50-AKTS;Enstrumental Analiz;Prof.Dr. Özlem KORKUT;2;4;12;Kimya Mühendisliði Programý;4
MUH-SAY-50-50-AKTS;Sayýsal Yöntemler;Prof.Dr. Taner TEKÝN;3;4;12;Kimya Mühendisliði Programý;4
KMM-208-50-50-AKTS;Mühendislik Termodinamiði;Prof.Dr. Soner KUÞLU;3;6;17;Kimya Mühendisliði Programý;4
KMM-206-50-50-AKTS;Kimyasal Proses Hesaplamalarý;Prof.Dr. Enes ÞAYAN;3;5;16;Kimya Mühendisliði Programý;4
KMM-204-50-50-AKTS;Akýþkanlar Mekaniði;Doç.Dr. Mehmet YILMAZ;3;6;13;Kimya Mühendisliði Programý;4
KMM-304-50-50-AKTS;Kütle Transferi;Doç.Dr. Mehmet Emin ARZUTUÐ;3;5;5;Kimya Mühendisliði Programý;6
KMM-306-50-50-AKTS;Kimyasal Reaksiyon Mühendisliði II;Doç.Dr. Jale NAKTÝYOK;3;5;3;Kimya Mühendisliði Programý;6
KMM-310-50-50-AKTS;Profesyonel Geliþim;Prof.Dr. Fatih SEVÝM;3;4;5;Kimya Mühendisliði Programý;6
KMM-302-50-50-AKTS;Kimya Mühendisliðinde Matematiksel Modelleme;NULL;3;4;0;Kimya Mühendisliði Programý;6
KMM-308-50-50-AKTS;Kimya Mühendisliði Laboratuvarý I;Doç.Dr. Bahar BAYRAK;3;4;3;Kimya Mühendisliði Programý;6
MUH-UME-Log k var;Uygulamalý Mühendislik Eðitimi;NULL;38;30;0;Kimya Mühendisliði Programý;8
KMM-404-50-50-AKTS;Bitirme Projesi II;Prof.Dr. Fatih SEVÝM;2;2;3;Kimya Mühendisliði Programý;8
KMM-402-50-50 (2018 ve Üzeri);Kimya Mühendisliði Uygulamalarý;NULL;6;8;0;Kimya Mühendisliði Programý;8
CVM-102-50-50-AKTS;Çevre Jeolojisi;Dr. Öðr. Üyesi Ýlker ACAR;3;4;3;Çevre Mühendisliði Programý;2
MUH-MEK-50-50-AKTS;Mühendislik Mekaniði;Prof.Dr. Ensar OÐUZ;3;4;3;Çevre Mühendisliði Programý;2
CVM-104-50-50-AKTS;Çevre Mühendisliði Ekolojisi;Prof.Dr. Alper NUHOÐLU;3;4;3;Çevre Mühendisliði Programý;2
CVM-106-50-50-AKTS;Bilgisayar Destekli Teknik Resim;Prof.Dr. Yaþar TOTÝK;3;5;3;Çevre Mühendisliði Programý;2
CVM-208-50-50-AKTS;Çevre Mühendisliði Kimyasý II;Prof.Dr. Zeynep CEYLAN;3;4;1;Çevre Mühendisliði Programý;4
CVM-210-50-50-AKTS;Çevre Mühendisliði Kimyasý Laboratuvarý II;Prof.Dr. Murat Tolga YILMAZ;2;2;0;Çevre Mühendisliði Programý;4
CVM-204-50-50-AKTS;Çevre Mühendisliði Mikrobiyolojisi;Prof.Dr. Yalçýn Kemal BAYHAN;3;4;1;Çevre Mühendisliði Programý;4
CVM-206-50-50-AKTS;Çevre Mühendisliði Taþýným Prosesleri;Doç.Dr. Serkan BAYAR;3;4;0;Çevre Mühendisliði Programý;4
CVM-304-50-50-AKTS;Sularýn Arýtýlmasý;Prof.Dr. Alper Erdem YILMAZ;4;5;0;Çevre Mühendisliði Programý;6
CVM-306-50-50-AKTS;Çevre Mühendisliði Biyolojik Prosesleri;Prof.Dr. Alper NUHOÐLU;4;5;0;Çevre Mühendisliði Programý;6
CVM-302-50-50-AKTS;Hava Kirliliðinin Kontrolü;Prof.Dr. Hanefi BAYRAKTAR;3;5;0;Çevre Mühendisliði Programý;6
CVM-308-50-50-AKTS;Kanalizasyon Sistemleri Projelendirilmesi;Prof.Dr. Alper Erdem YILMAZ;4;5;0;Çevre Mühendisliði Programý;6
CVM-312-50-50-AKTS;Termodinamik;Prof.Dr. Ensar OÐUZ;3;4;0;Çevre Mühendisliði Programý;6
MUH-UME (Sadece UME'ye Gidecek Öðr. Alacak);Uygulamalý Mühendislik Eðitimi;Prof.Dr. Ergün YILDIZ;38;30;0;Çevre Mühendisliði Programý;8
CVM-408-50-50-AKTS;Bitirme Projesi II;Prof.Dr. Ergün YILDIZ;2;2;0;Çevre Mühendisliði Programý;8
CVS-404-50-50 (2018 ve Üzeri);Çevre Mühendisliði Seçmeli Tasarým II;Doç.Dr. Beyhan KOCADAÐÝSTAN;4;6;0;Çevre Mühendisliði Programý;8
CVM-410-50-50 (2018 ve Üzeri);Çevre Mühendisliði Uygulamalarý;Prof.Dr. Ergün YILDIZ;3;4;0;Çevre Mühendisliði Programý;8
CVM-406-50-50 (2018 ve Üzeri);Çevre Mühendisliði Laboratuvarý II;Prof.Dr. Murat Tolga YILMAZ;2;3;0;Çevre Mühendisliði Programý;8
MKM-106-50-50-AKTS;Bilgisayar Destekli Teknik Resim;Prof.Dr. Yaþar TOTÝK;4;5;73;Makine Mühendisliði Programý;2
FIZ-102-50-50-AKTS;Fizik II;Prof.Dr. Lütfü DEMÝR;5;6;72;Makine Mühendisliði Programý;2
MUH-IST-50-50-AKTS;Ýstatistik ve Olasýlýk;Doç.Dr. Halim KOVACI;3;4;72;Makine Mühendisliði Programý;2
MAT-102-50-50-AKTS;Matematik II;Dr. Öðr. Üyesi Nazlý KARACA;4;6;90;Makine Mühendisliði Programý;2
MKM-104-50-50-AKTS;Ölçme Tekniði ve Deðerlendirme;Dr. Öðr. Üyesi Yakup UZUN;2;3;64;Makine Mühendisliði Programý;2
MKM-102-50-50-AKTS;Statik;Prof.Dr. Hikmet ALTUN;3;5;46;Makine Mühendisliði Programý;2
MKM-206-50-50;Akýþkanlar Mekaniði I;Dr. Öðr. Üyesi Erdoðan GÜNER;3;4;31;Makine Mühendisliði Programý;4
MKM-210-50-50;Ýmal Usulleri I;Prof.Dr. Mehmet KARAKAN;3;5;58;Makine Mühendisliði Programý;4
MKM-202-50-50-AKTS;Makine Mühendisliði Matematik Uygulamalarý;Dr. Öðr. Üyesi Ýlhan Volkan ÖNER;3;4;80;Makine Mühendisliði Programý;4
MKM-208-50-50;Mukavemet II;Doç.Dr. Sinan SEZEK;3;4;44;Makine Mühendisliði Programý;4
MKM-204-50-50-AKTS;Mühendislik Malzemeleri;Prof.Dr. Ýhsan EFEOÐLU;3;4;97;Makine Mühendisliði Programý;4
MUH-SAY-50-50;Sayýsal Yöntemler;Prof.Dr. Ömer GÜNDOÐDU;3;4;44;Makine Mühendisliði Programý;4
MKM-212-50-50-A-AKTS;Termodinamik II;Dr. Öðr. Üyesi Fadime ÞÝMÞEK;3;4;48;Makine Mühendisliði Programý;4
MUH-EKO-50-50-AKTS;Mühendislik Ekonomisi;Dr. Öðr. Üyesi Nesrin ADIGÜZEL;2;3;30;Makine Mühendisliði Programý;6
MKM-302-50-50;Makine Elemanlarý II;Prof.Dr. Sadri ÞEN;3;5;49;Makine Mühendisliði Programý;6
MKM-304-50-50;Isý Transferi II;Prof.Dr. Ýsak KOTCÝOÐLU;3;5;65;Makine Mühendisliði Programý;6
MKM-306-50-50-AKTS;Makine Teorisi II;Prof.Dr. Mustafa YAMAN;3;4;80;Makine Mühendisliði Programý;6
MKM-308-50-50-AKTS;Isýtma Havalandýrma ve Ýklimlendirme;Prof.Dr. Kadir BÝLEN;3;5;48;Makine Mühendisliði Programý;6
MKM-310-50-50-AKTS;Proje Tasarým Esaslarý;Prof.Dr. Ýhsan EFEOÐLU;1;2;74;Makine Mühendisliði Programý;6
MUH-UME (Sadece UME'ye Gidecek Öðr. Alacak);Uygulamalý Mühendislik Eðitimi;Dr. Öðr. Üyesi Faruk YEÞÝLDAL;38;30;24;Makine Mühendisliði Programý;8
MKM-402-50-50-AKTS;Bitirme Projesi II;Prof.Dr. Ýsmail SOLMAZ;2;2;57;Makine Mühendisliði Programý;8
MKM-404-50-50 (2018 ve Üzeri);Makine Laboratuvarý II;Dr. Öðr. Üyesi Erdoðan GÜNER;2;3;30;Makine Mühendisliði Programý;8
MKS-404-50-50 (2018 ve Üzeri);Makine Mühendisliði Seçmeli Tasarým II;Prof.Dr. Ýsmail SOLMAZ;4;6;29;Makine Mühendisliði Programý;8
MKM-106-50-Ö.Ö;Bilgisayar Destekli Teknik Resim;NULL;4;5;0;Makine Mühendisliði (Ý.Ö.) Programý;2
MUH-IST-50-ö.ö;Ýstatistik ve Olasýlýk;NULL;3;4;0;Makine Mühendisliði (Ý.Ö.) Programý;2
MKM-104-50-50-AKTS;Ölçme Tekniði ve Deðerlendirme;NULL;2;3;0;Makine Mühendisliði (Ý.Ö.) Programý;2
MKM-102-50-Ö.Ö;Statik;NULL;3;5;0;Makine Mühendisliði (Ý.Ö.) Programý;2
MKM-206-50-Ö.Ö;Akýþkanlar Mekaniði I;NULL;3;4;0;Makine Mühendisliði (Ý.Ö.) Programý;4
MKM-210-50-50-AKTS;Ýmal Usulleri I;Prof.Dr. Mehmet KARAKAN;3;5;21;Makine Mühendisliði (Ý.Ö.) Programý;4
MKM-202-50-ö.ö;Makine Mühendisliði Matematik Uygulamalarý;NULL;3;4;0;Makine Mühendisliði (Ý.Ö.) Programý;4
MKM 208-50-50-AKTS;Mukavemet II;Prof. Hamit AKBULUT;3;4;23;Makine Mühendisliði (Ý.Ö.) Programý;4
MKM-204-50-50-AKTS;Mühendislik Malzemeleri;Prof.Dr. Ýhsan EFEOÐLU;3;4;18;Makine Mühendisliði (Ý.Ö.) Programý;4
MUH-SAY-50-ö.ö;Sayýsal Yöntemler;NULL;3;4;0;Makine Mühendisliði (Ý.Ö.) Programý;4
MKM-212-50-Ö.Ö;Termodinamik II;NULL;3;4;0;Makine Mühendisliði (Ý.Ö.) Programý;4
MUH-EKO-50-50-AKTS;Mühendislik Ekonomisi;Dr. Öðr. Üyesi Nesrin ADIGÜZEL;2;3;29;Makine Mühendisliði (Ý.Ö.) Programý;6
MKM-310-50-50-AKTS;Proje Tasarým Esaslarý;Prof.Dr. Ýhsan EFEOÐLU;1;2;23;Makine Mühendisliði (Ý.Ö.) Programý;6
MKM-302-50-50-AKTS;Makine Elemanlarý II;Prof.Dr. Sadri ÞEN;3;5;46;Makine Mühendisliði (Ý.Ö.) Programý;6
MKM-304-50-50-AKTS;Isý Transferi II;Prof.Dr. Ýsak KOTCÝOÐLU;3;5;52;Makine Mühendisliði (Ý.Ö.) Programý;6
MKM-306-50-50-AKTS;Makine Teorisi II;Prof.Dr. Mustafa YAMAN;3;4;22;Makine Mühendisliði (Ý.Ö.) Programý;6
MKM-308-50-50-AKTS;Isýtma Havalandýrma ve Ýklimlendirme;Prof.Dr. Kadir BÝLEN;3;5;42;Makine Mühendisliði (Ý.Ö.) Programý;6
MUH-UME (Sadece UME'ye Gidecek Öðr. Alacak);Uygulamalý Mühendislik Eðitimi;Dr. Öðr. Üyesi Faruk YEÞÝLDAL;38;30;14;Makine Mühendisliði (Ý.Ö.) Programý;8
MKM-402-50-50 (2018 ve Üzeri);Bitirme Projesi II;Prof.Dr. Yaþar TOTÝK;2;2;27;Makine Mühendisliði (Ý.Ö.) Programý;8
MKM-404-50-50 (2018 ve Üzeri);Makine Laboratuvarý II;Dr. Öðr. Üyesi Erdoðan GÜNER;2;3;12;Makine Mühendisliði (Ý.Ö.) Programý;8
MKS-404-50-50 (2018 ve Üzeri);Makine Mühendisliði Seçmeli Tasarým II;Doç.Dr. Halim KOVACI;4;6;12;Makine Mühendisliði (Ý.Ö.) Programý;8
MKM-408-50-50 (2018 ve Üzeri);Makine Mühendisliði Uygulamalarý;Dr. Öðr. Üyesi Ruhi YEÞÝLDAL;3;4;12;Makine Mühendisliði (Ý.Ö.) Programý;8
EEM-102-50-50-AKTS;Elektrik Devre Temelleri;Prof.Dr. Ýbrahim Yücel ÖZBEK;4;7;70;Elektrik-Elektronik Mühendisliði Programý;2
EEM-104-50-50-AKTS;Bilgisayar Programlama II;Öðr.Gör. Atakan ABUÞOÐLU;3;5;71;Elektrik-Elektronik Mühendisliði Programý;2
FIZ-102-50-50-AKTS;Fizik II;Prof.Dr. Þakir AYDOÐAN;5;6;54;Elektrik-Elektronik Mühendisliði Programý;2
EEM-106-50-50-AKTS;Lojik Devreler;Prof.Dr. Tevhit KARACALI;3;5;106;Elektrik-Elektronik Mühendisliði Programý;2
MAT-102-50-50-AKTS;Matematik II;Prof.Dr. Ýsa YILDIRIM;4;6;100;Elektrik-Elektronik Mühendisliði Programý;2
EEM-212-50-50-AKTS;Analog Elektronik Laboratuvarý;Dr. Öðr. Üyesi Ömer ÇOBAN;2;2;50;Elektrik-Elektronik Mühendisliði Programý;4
EEM-204-50-50-AKTS;Devre Analizi;Dr. Öðr. Üyesi Gökhan ÖZTÜRK;3;5;72;Elektrik-Elektronik Mühendisliði Programý;4
EEM-202-50-50-AKTS;Elektrik Elektronik Mühendisliði Mat. Uygulamalarý;Prof.Dr. Bülent ÇAVUÞOÐLU;3;4;83;Elektrik-Elektronik Mühendisliði Programý;4
EEM-206-50-50-AKTS;Elektromanyetik Alan Teorisi;Dr. Öðr. Üyesi Gökhan ÖZTÜRK;4;6;92;Elektrik-Elektronik Mühendisliði Programý;4
EEM-208-50-50-AKTS;Elektronik Devreler;Dr. Öðr. Üyesi Ömer ÇOBAN;3;4;93;Elektrik-Elektronik Mühendisliði Programý;4
EEM-210-50-50-AKTS;Olasýlýk ve Rastlantý Deðiþkenleri;Prof.Dr. Ýbrahim Yücel ÖZBEK;3;4;80;Elektrik-Elektronik Mühendisliði Programý;4
MUH-SAY-50-50-AKTS;Sayýsal Yöntemler;Doç.Dr. Abdullah BAÞÇÝ;3;4;77;Elektrik-Elektronik Mühendisliði Programý;4
AIT-302-50-50-AKTS;Atatürk Ýlkeleri ve Ýnkýlap Tarihi II;Prof.Dr. Tolga BAÞAK;2;1;98;Elektrik-Elektronik Mühendisliði Programý;6
EEM-302-50-50-AKTS;Elektrik Makineleri;Dr. Öðr. Üyesi Muhammed Fatih ÇORAPSIZ;3;5;83;Elektrik-Elektronik Mühendisliði Programý;6
EEM-312-50-50-AKTS;Mikroiþlemci Laboratuvarý;Dr. Öðr. Üyesi Emin Argun ORAL;2;2;81;Elektrik-Elektronik Mühendisliði Programý;6
EEM-304-50-50-AKTS;Otomatik Kontrol;Doç.Dr. Abdullah BAÞÇÝ;3;5;79;Elektrik-Elektronik Mühendisliði Programý;6
EEM-306-50-50-AKTS;Sayýsal Ýþaret Ýþleme;Dr. Öðr. Üyesi Emin Argun ORAL;3;5;73;Elektrik-Elektronik Mühendisliði Programý;6
EEM-310-50-50-AKTS;Yüksek Gerilim Tekniði ve Tesisi;Dr. Öðr. Üyesi Muhammed Fatih ÇORAPSIZ;3;4;77;Elektrik-Elektronik Mühendisliði Programý;6
EEM-308-50-50-AKTS;Sayýsal Haberleþme;Prof.Dr. Bülent ÇAVUÞOÐLU;3;4;78;Elektrik-Elektronik Mühendisliði Programý;6
MUH-UME (Sadece UME'ye Gidecek Öðr. Alacak);Uygulamalý Mühendislik Eðitimi;Prof.Dr. Tevhit KARACALI;38;30;35;Elektrik-Elektronik Mühendisliði Programý;8
EEM-408-50-50 (2018 ve Üzeri);Bitirme Projesi II;Prof.Dr. Tevhit KARACALI;2;2;12;Elektrik-Elektronik Mühendisliði Programý;8
EES-404-50-50 (2018 ve Üzeri);Elektrik Elektronik Mühendisliði Seçmeli Tasarým II;Prof.Dr. Tevhit KARACALI;4;6;12;Elektrik-Elektronik Mühendisliði Programý;8
EEM-406-50-50 (2018 ve Üzeri);Elektrik Makinelerý Laboratuvarý;Dr. Öðr. Üyesi Muhammed Fatih ÇORAPSIZ;2;3;12;Elektrik-Elektronik Mühendisliði Programý;8
EEM-410-50-50 (2018 ve Üzeri);Elektrik Elektronik Mühendisliði Uygulamalarý;Doç.Dr. Abdullah BAÞÇÝ;3;4;12;Elektrik-Elektronik Mühendisliði Programý;8
EEM-104-50-50-AKTS;Bilgisayar Programlama II;Öðr.Gör. Atakan ABUÞOÐLU;3;5;58;Elektrik-Elektronik Mühendisliði (Ý.Ö.) Programý;2
MAT-102-50-50-AKTS;Matematik II;Prof.Dr. Ekrem KADIOÐLU;4;6;54;Elektrik-Elektronik Mühendisliði (Ý.Ö.) Programý;2
EEM-102-50-50-AKTS;Elektrik Devre Temelleri;Prof.Dr. Ýbrahim Yücel ÖZBEK;4;7;67;Elektrik-Elektronik Mühendisliði (Ý.Ö.) Programý;2
EEM-106-50-50-AKTS;Lojik Devreler;Prof.Dr. Tevhit KARACALI;3;5;44;Elektrik-Elektronik Mühendisliði (Ý.Ö.) Programý;2
TDE-202-50-50-AKTS;Türk Dili II;Dr. Öðr. Üyesi Hamza KOLUKISA;2;1;99;Elektrik-Elektronik Mühendisliði (Ý.Ö.) Programý;4
EEM-212-50-50-AKTS;Analog Elektronik Laboratuvarý;Dr. Öðr. Üyesi Ömer ÇOBAN;2;2;19;Elektrik-Elektronik Mühendisliði (Ý.Ö.) Programý;4
EEM-204-50-50-AKTS;Devre Analizi;Dr. Öðr. Üyesi Gökhan ÖZTÜRK;3;5;50;Elektrik-Elektronik Mühendisliði (Ý.Ö.) Programý;4
EEM-202-50-50-AKTS;Elektrik Elektronik Mühendisliði Mat. Uygulamalarý;Prof.Dr. Bülent ÇAVUÞOÐLU;3;4;50;Elektrik-Elektronik Mühendisliði (Ý.Ö.) Programý;4
EEM-206-50-50-AKTS;Elektromanyetik Alan Teorisi;Dr. Öðr. Üyesi Gökhan ÖZTÜRK;4;6;51;Elektrik-Elektronik Mühendisliði (Ý.Ö.) Programý;4
EEM-208-50-50-AKTS;Elektronik Devreler;Dr. Öðr. Üyesi Ömer ÇOBAN;3;4;62;Elektrik-Elektronik Mühendisliði (Ý.Ö.) Programý;4
EEM-210-50-50-AKTS;Olasýlýk ve Rastlantý Deðiþkenleri;Prof.Dr. Ýbrahim Yücel ÖZBEK;3;4;52;Elektrik-Elektronik Mühendisliði (Ý.Ö.) Programý;4
MUH-SAY-50-50-AKTS;Sayýsal Yöntemler;Doç.Dr. Abdullah BAÞÇÝ;3;4;38;Elektrik-Elektronik Mühendisliði (Ý.Ö.) Programý;4
EEM-312-50-50-AKTS;Mikroiþlemci Laboratuvarý;Dr. Öðr. Üyesi Emin Argun ORAL;2;2;73;Elektrik-Elektronik Mühendisliði (Ý.Ö.) Programý;6
EEM-304-50-50-AKTS;Otomatik Kontrol;Doç.Dr. Abdullah BAÞÇÝ;3;5;70;Elektrik-Elektronik Mühendisliði (Ý.Ö.) Programý;6
EEM-306-50-50-AKTS;Sayýsal Ýþaret Ýþleme;Dr. Öðr. Üyesi Emin Argun ORAL;3;5;66;Elektrik-Elektronik Mühendisliði (Ý.Ö.) Programý;6
EEM-308-50-50-AKTS;Sayýsal Haberleþme;Prof.Dr. Bülent ÇAVUÞOÐLU;3;4;70;Elektrik-Elektronik Mühendisliði (Ý.Ö.) Programý;6
